date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:34:35	21980/21980	---M--	200	added ('OK')	image/jpeg	etag:%2255dc-577f2f85b79d4%22	https://www.otarot.net/tarot-oraculo/images/cards/a-carta-azul.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/a-carta-azul.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:35	30247/30247	---M--	200	added ('OK')	image/jpeg	etag:%227627-577f2f7645862%22	https://www.otarot.net/tarot-oraculo/images/cards/destino.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/destino.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:35	35093/35093	---M--	200	added ('OK')	image/jpeg	etag:%228915-577f2f72a7bec%22	https://www.otarot.net/tarot-oraculo/images/cards/grace.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/grace.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:35	33512/33512	---M--	200	added ('OK')	image/jpeg	etag:%2282e8-577f2f79d88f7%22	https://www.otarot.net/tarot-oraculo/images/cards/natividade.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/natividade.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:36	34905/34905	---M--	200	added ('OK')	image/jpeg	etag:%228859-577f2f82e5efc%22	https://www.otarot.net/tarot-oraculo/images/cards/paz.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/paz.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:36	33829/33829	---M--	200	added ('OK')	image/jpeg	etag:%228425-577f2f813d221%22	https://www.otarot.net/tarot-oraculo/images/cards/tabela.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/tabela.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:36	31790/31790	---M--	200	added ('OK')	image/jpeg	etag:%227c2e-577f2f7f359a7%22	https://www.otarot.net/tarot-oraculo/images/cards/sucesso.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/sucesso.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:36	33903/33903	---M--	200	added ('OK')	image/jpeg	etag:%22846f-577f2f78889fb%22	https://www.otarot.net/tarot-oraculo/images/cards/agua.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/agua.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:36	31207/31207	---M--	200	added ('OK')	image/jpeg	etag:%2279e7-577f2f8751c4f%22	https://www.otarot.net/tarot-oraculo/images/cards/sorte.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/sorte.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:37	35861/35861	---M--	200	added ('OK')	image/jpeg	etag:%228c15-577f2f78165dc%22	https://www.otarot.net/tarot-oraculo/images/cards/penates.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/penates.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:37	35426/35426	---M--	200	added ('OK')	image/jpeg	etag:%228a62-577f2f8500056%22	https://www.otarot.net/tarot-oraculo/images/cards/estrella-mulher.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/estrella-mulher.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:37	33693/33693	---M--	200	added ('OK')	image/jpeg	etag:%22839d-577f2f71d1e0f%22	https://www.otarot.net/tarot-oraculo/images/cards/estrella-homem.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/estrella-homem.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:37	35842/35842	---M--	200	added ('OK')	image/jpeg	etag:%228c02-577f2f724af8d%22	https://www.otarot.net/tarot-oraculo/images/cards/inteligencia.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/inteligencia.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:38	37499/37499	---M--	200	added ('OK')	image/jpeg	etag:%22927b-577f2f7cae24f%22	https://www.otarot.net/tarot-oraculo/images/cards/doenca.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/doenca.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:38	33544/33544	---M--	200	added ('OK')	image/jpeg	etag:%228308-577f2f82882fd%22	https://www.otarot.net/tarot-oraculo/images/cards/malicia.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/malicia.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:38	33272/33272	---M--	200	added ('OK')	image/jpeg	etag:%2281f8-577f2f740e248%22	https://www.otarot.net/tarot-oraculo/images/cards/novo.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/novo.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:38	34751/34751	---M--	200	added ('OK')	image/jpeg	etag:%2287bf-577f2f86e4650%22	https://www.otarot.net/tarot-oraculo/images/cards/sentimentos.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/sentimentos.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:38	32582/32582	---M--	200	added ('OK')	image/jpeg	etag:%227f46-577f2f80e05c2%22	https://www.otarot.net/tarot-oraculo/images/cards/amizade.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/amizade.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:39	30990/30990	---M--	200	added ('OK')	image/jpeg	etag:%22790e-577f2f83b7e5a%22	https://www.otarot.net/tarot-oraculo/images/cards/prazer.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/prazer.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:39	37154/37154	---M--	200	added ('OK')	image/jpeg	etag:%229122-577f2f7d2930d%22	https://www.otarot.net/tarot-oraculo/images/cards/conversas.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/conversas.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:39	34358/34358	---M--	200	added ('OK')	image/jpeg	etag:%228636-577f2f7bb32b1%22	https://www.otarot.net/tarot-oraculo/images/cards/presente.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/presente.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:39	31409/31409	---M--	200	added ('OK')	image/jpeg	etag:%227ab1-577f2f7d8114c%22	https://www.otarot.net/tarot-oraculo/images/cards/julgamento.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/julgamento.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:40	34448/34448	---M--	200	added ('OK')	image/jpeg	etag:%228690-577f2f74f5966%22	https://www.otarot.net/tarot-oraculo/images/cards/famoso.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/famoso.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:40	32801/32801	---M--	200	added ('OK')	image/jpeg	etag:%228021-577f2f8686a51%22	https://www.otarot.net/tarot-oraculo/images/cards/atrasar.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/atrasar.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:40	37168/37168	---M--	200	added ('OK')	image/jpeg	etag:%229130-577f2f739be2a%22	https://www.otarot.net/tarot-oraculo/images/cards/arruinado.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/arruinado.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:40	33051/33051	---M--	200	added ('OK')	image/jpeg	etag:%22811b-577f2f87c30ce%22	https://www.otarot.net/tarot-oraculo/images/cards/sabedoria.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/sabedoria.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:40	34467/34467	---M--	200	added ('OK')	image/jpeg	etag:%2286a3-577f2f7901b79%22	https://www.otarot.net/tarot-oraculo/images/cards/esterilidade.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/esterilidade.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:41	33271/33271	---M--	200	added ('OK')	image/jpeg	etag:%2281f7-577f2f8488e17%22	https://www.otarot.net/tarot-oraculo/images/cards/trafego.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/trafego.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:41	34585/34585	---M--	200	added ('OK')	image/jpeg	etag:%228719-577f2f718e7f0%22	https://www.otarot.net/tarot-oraculo/images/cards/traicao.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/traicao.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:41	34656/34656	---M--	200	added ('OK')	image/jpeg	etag:%228760-577f2f70e9752%22	https://www.otarot.net/tarot-oraculo/images/cards/uniao.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/uniao.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:41	35562/35562	---M--	200	added ('OK')	image/jpeg	etag:%228aea-577f2f7df644b%22	https://www.otarot.net/tarot-oraculo/images/cards/robando.jpg	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/images/cards/robando.jpg	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:42	3166/3166	---M-Z	200	added ('OK')	application/javascript	etag:%22c5e-577f2f6e38fba-gzip%22	https://www.otarot.net/tarot-oraculo/scripts/newApp.js	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/scripts/newApp.js	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
20:34:42	4462/4462	---M-Z	200	added ('OK')	application/javascript	etag:%22116e-577f2f6eb2138-gzip%22	https://www.otarot.net/tarot-oraculo/scripts/script-belline.js	C:/Users/Windows/Desktop/copia%20de%20site/expectativa/www.otarot.net/tarot-oraculo/scripts/script-belline.js	(from https://www.otarot.net/tarot-oraculo/tiragem-gratis.php)
